path_idx,path_hops,relation_seq,weight_mean,weight_std,weight_min,weight_max
33,1,indication,0.01143912598490715,,0.01143912598490715,0.01143912598490715
33,2,contraindication | contraindication,0.014681113325059414,0.0014664616582622302,0.012388311326503754,0.016429848968982697
33,2,drug_drug | drug_drug,0.015210238684500967,0.0005884800357908506,0.014262539334595203,0.01594397984445095
33,2,drug_protein | disease_protein,0.013385617484649023,0.001447202213811259,0.012315324507653713,0.015032181516289711
33,2,drug_protein | drug_protein,0.015283546410501003,,0.015283546410501003,0.015283546410501003
33,2,drug_protein | protein_protein,0.021349893882870674,0.008770332747453192,0.013964928686618805,0.03652307391166687
33,2,indication | contraindication,0.008665390312671661,,0.008665390312671661,0.008665390312671661
33,2,indication | disease_disease,0.024670565500855446,,0.024670565500855446,0.024670565500855446
34,1,contraindication,0.01742588487369093,0.0068937831965119,0.010553492233157158,0.031085047870874405
34,1,drug_drug,0.014415192034703197,0.0015870635392852327,0.009776242077350616,0.017291905358433723
34,1,drug_protein,0.01897440478205681,,0.01897440478205681,0.01897440478205681
34,1,indication,0.012537074275314808,,0.012537074275314808,0.012537074275314808
34,2,contraindication | contraindication,0.014725781604647636,0.0014002382795880461,0.012301516719162464,0.015813326463103294
34,2,drug_drug | drug_drug,0.015350727763559138,0.0007899296468114504,0.01358889788389206,0.015829090029001236
34,2,drug_protein | disease_protein,0.013253627344965935,0.0020067852268834223,0.010979105718433857,0.014774424955248833
34,2,drug_protein | drug_protein,0.015256419777870178,,0.015256419777870178,0.015256419777870178
34,2,drug_protein | protein_protein,0.01587393619120121,0.0030919588413606015,0.012158631347119808,0.01863338053226471
34,2,indication | contraindication,0.009286589920520782,,0.009286589920520782,0.009286589920520782
34,2,indication | disease_disease,0.02602563239634037,,0.02602563239634037,0.02602563239634037
35,1,contraindication,0.01412294133517303,0.004937377955561011,0.0033954689279198647,0.022701678797602654
35,1,drug_drug,0.01430231396160606,0.001639799090399591,0.010243077762424946,0.017321426421403885
35,1,drug_protein,0.01980016380548477,,0.01980016380548477,0.01980016380548477
35,1,indication,0.011650879867374897,,0.011650879867374897,0.011650879867374897
35,2,contraindication | contraindication,0.014787372946739197,0.0013756261583087797,0.012863793410360813,0.016725771129131317
35,2,drug_drug | drug_drug,0.015289177053741046,0.0006569345624705179,0.013849739916622639,0.015790654346346855
35,2,drug_protein | disease_protein,0.013346760533750057,0.0013834082334754183,0.011829609982669353,0.014538358896970749
35,2,drug_protein | drug_protein,0.01525631919503212,,0.01525631919503212,0.01525631919503212
35,2,drug_protein | protein_protein,0.016895779222249985,0.0038776988680919106,0.012404358014464378,0.021813489496707916
35,2,indication | contraindication,0.00882226973772049,,0.00882226973772049,0.00882226973772049
35,2,indication | disease_disease,0.021297313272953033,,0.021297313272953033,0.021297313272953033
36,1,contraindication,0.013476965201430414,0.0035726838694515022,0.0031696984078735113,0.019289467483758926
36,1,drug_drug,0.014311001946528753,0.001751265549178178,0.010076906532049179,0.017508016899228096
36,1,drug_protein,0.014994940720498562,,0.014994940720498562,0.014994940720498562
36,1,indication,0.010737845674157143,,0.010737845674157143,0.010737845674157143
36,2,contraindication | contraindication,0.014931382983922959,0.0011461069714625198,0.01297639962285757,0.015785185620188713
36,2,drug_drug | drug_drug,0.01524692281548466,0.0006225017915545825,0.014160292223095894,0.01599290780723095
36,2,drug_protein | disease_protein,0.01587484994282325,0.0030738187954401875,0.013135665096342564,0.019199183210730553
36,2,drug_protein | drug_protein,0.015266694128513336,,0.015266694128513336,0.015266694128513336
36,2,drug_protein | protein_protein,0.02025244329124689,0.006454898998064014,0.012272321619093418,0.030304739251732826
36,2,indication | contraindication,0.008712475188076496,,0.008712475188076496,0.008712475188076496
36,2,indication | disease_disease,0.025250595062971115,,0.025250595062971115,0.025250595062971115
37,1,contraindication,0.017979530203673575,0.009973601301364599,0.004992163740098476,0.04264222830533981
37,1,drug_drug,0.014430887142902818,0.0017603484568901142,0.010444412007927895,0.017589019611477852
37,1,drug_protein,0.021894123405218124,,0.021894123405218124,0.021894123405218124
37,1,indication,0.013115834444761276,,0.013115834444761276,0.013115834444761276
37,2,contraindication | contraindication,0.014882938005030155,0.0011998074746642096,0.012971929274499416,0.01597835309803486
37,2,drug_drug | drug_drug,0.015555296359317643,0.0005642337183652861,0.014305749908089638,0.01599852740764618
37,2,drug_protein | disease_protein,0.013513286287585894,0.0006826248920354134,0.012870474718511105,0.01422975119203329
37,2,drug_protein | drug_protein,0.015268940478563309,,0.015268940478563309,0.015268940478563309
37,2,drug_protein | protein_protein,0.017034614086151124,0.004605272731364333,0.012634511105716228,0.02215399034321308
37,2,indication | contraindication,0.008727182634174824,,0.008727182634174824,0.008727182634174824
37,2,indication | disease_disease,0.02409972995519638,,0.02409972995519638,0.02409972995519638
38,1,contraindication,0.012184814912163548,0.0037608234197769297,0.0051505244337022305,0.019383203238248825
38,1,drug_drug,0.01439584229655307,0.0017122545763401146,0.010545996949076653,0.017318785190582275
38,1,drug_protein,0.01720167137682438,,0.01720167137682438,0.01720167137682438
38,1,off-label use,0.016202332451939583,,0.016202332451939583,0.016202332451939583
38,2,contraindication | contraindication,0.014626630395650864,0.0018384786342095462,0.012074476107954979,0.017198985442519188
38,2,drug_drug | drug_drug,0.015453578638178962,0.0005146856912575156,0.014295616187155247,0.015697039663791656
38,2,drug_protein | disease_protein,0.013490536560614904,0.002873437906825706,0.010459423996508121,0.016174815595149994
38,2,drug_protein | drug_protein,0.015312722884118557,,0.015312722884118557,0.015312722884118557
38,2,drug_protein | protein_protein,0.01609689984470606,0.004109438409743528,0.013587918132543564,0.023144181817770004
38,2,indication | contraindication,0.008656760677695274,,0.008656760677695274,0.008656760677695274
38,2,indication | indication,0.024757398292422295,,0.024757398292422295,0.024757398292422295
39,1,contraindication,0.012905360603084167,0.005795369676505866,0.005077829584479332,0.024966128170490265
39,1,drug_drug,0.014320188566941667,0.0017402966571610386,0.009748375043272972,0.017184386029839516
39,1,drug_protein,0.01598939672112465,,0.01598939672112465,0.01598939672112465
39,2,contraindication | contraindication,0.014702792093157769,0.0013498273984532934,0.012749824672937393,0.016549695283174515
39,2,drug_drug | contraindication,0.01304266881197691,,0.01304266881197691,0.01304266881197691
39,2,drug_drug | drug_drug,0.015148660700236048,0.0005021900734534472,0.01409879419952631,0.015574815683066845
39,2,drug_protein | disease_protein,0.015954104252159595,0.0026299173710089955,0.01301757525652647,0.01809249073266983
39,2,drug_protein | drug_protein,0.015270610339939594,,0.015270610339939594,0.015270610339939594
39,2,drug_protein | protein_protein,0.01737856101244688,0.006023935654466149,0.011861584149301052,0.02749580889940262
39,2,indication | contraindication,0.008964195847511292,,0.008964195847511292,0.008964195847511292
39,2,indication | indication,0.0247375275939703,,0.0247375275939703,0.0247375275939703
40,1,contraindication,0.012969740523168674,0.003493937216487566,0.007857784628868103,0.020116347819566727
40,1,drug_drug,0.014301294485727947,0.0017381827557452045,0.009841468185186386,0.017481649294495583
40,1,drug_protein,0.016330895945429802,,0.016330895945429802,0.016330895945429802
40,2,contraindication | contraindication,0.014967597834765912,0.0013202234960285923,0.012953867204487324,0.016563937067985535
40,2,drug_drug | contraindication,0.01361000444740057,,0.01361000444740057,0.01361000444740057
40,2,drug_drug | drug_drug,0.015019288153520651,0.0006065236000338798,0.014157401397824287,0.015853077173233032
40,2,drug_protein | disease_protein,0.019982627282540005,0.010031936042747821,0.014186279848217964,0.03156650811433792
40,2,drug_protein | drug_protein,0.015278952196240425,,0.015278952196240425,0.015278952196240425
40,2,drug_protein | protein_protein,0.023466679453849792,0.005678956274633666,0.017491761595010757,0.02978617325425148
40,2,indication | contraindication,0.008994614705443382,,0.008994614705443382,0.008994614705443382
41,1,contraindication,0.014269231317135004,0.005447050215034595,0.007603459060192108,0.02463500015437603
41,1,drug_drug,0.014230912240842978,0.0016841025175989542,0.010202535428106785,0.017033284530043602
41,1,drug_protein,0.0242492463439703,,0.0242492463439703,0.0242492463439703
41,2,contraindication | contraindication,0.01471420843154192,0.001253673079677848,0.012978868559002876,0.01651279628276825
41,2,drug_drug | contraindication,0.0150255486369133,,0.0150255486369133,0.0150255486369133
41,2,drug_drug | drug_drug,0.015286916600806373,0.000505959059469714,0.014155864715576172,0.015634695068001747
41,2,drug_protein | disease_protein,0.01674082751075427,0.002846295999614567,0.013576040044426918,0.019091004505753517
41,2,drug_protein | drug_protein,0.015285272151231766,,0.015285272151231766,0.015285272151231766
41,2,drug_protein | protein_protein,0.020072053745388986,0.0038818737487486196,0.015911765396595,0.02468833141028881
41,2,indication | contraindication,0.009485865011811256,,0.009485865011811256,0.009485865011811256
42,1,contraindication,0.010094866738654673,0.00372206121472807,0.0031349421478807926,0.018889566883444786
42,1,drug_drug,0.01424136386555157,0.0018263695006389656,0.009553609415888786,0.017746184021234512
42,1,drug_protein,0.03715415298938751,,0.03715415298938751,0.03715415298938751
42,2,contraindication | contraindication,0.014543787762522697,0.0014432054808305888,0.012188242748379707,0.016151079908013344
42,2,drug_drug | contraindication,0.016059326007962227,,0.016059326007962227,0.016059326007962227
42,2,drug_drug | drug_drug,0.015279008341687066,0.000561928767604385,0.01418241299688816,0.01584474742412567
42,2,drug_protein | disease_protein,0.014345138644178709,0.0022085478700849402,0.011805536225438118,0.015816181898117065
42,2,drug_protein | drug_protein,0.015265485271811485,,0.015265485271811485,0.015265485271811485
42,2,drug_protein | protein_protein,0.018631662242114544,0.004200828007836394,0.013259592466056347,0.02428685873746872
42,2,indication | contraindication,0.008718564175069332,,0.008718564175069332,0.008718564175069332
43,1,contraindication,0.01264685431184868,0.004389366115406651,0.0070978919975459576,0.021306274458765984
43,1,drug_drug,0.014162162127627047,0.0017650485141782926,0.009384156204760075,0.017360178753733635
43,1,drug_protein,0.01716703362762928,,0.01716703362762928,0.01716703362762928
43,2,contraindication | contraindication,0.014856473729014396,0.0013739276658067227,0.01270508673042059,0.016103049740195274
43,2,drug_drug | contraindication,0.030751265585422516,,0.030751265585422516,0.030751265585422516
43,2,drug_drug | drug_drug,0.015381344727107457,0.0006132300127585769,0.014209707267582417,0.01594969816505909
43,2,drug_protein | disease_protein,0.01480632151166598,0.0007840987849069941,0.014162839390337467,0.015679659321904182
43,2,drug_protein | drug_protein,0.01526107732206583,,0.01526107732206583,0.01526107732206583
43,2,drug_protein | protein_protein,0.01882826127111912,0.005168991193542794,0.014728748239576817,0.02702283300459385
43,2,indication | contraindication,0.008824380114674568,,0.008824380114674568,0.008824380114674568
44,1,contraindication,0.013263405378287038,0.0038657947141674804,0.00883394293487072,0.022004269063472748
44,1,drug_drug,0.014186807612068211,0.0018207679615693732,0.009718870744109154,0.01762024126946926
44,1,drug_protein,0.014282571151852608,,0.014282571151852608,0.014282571151852608
44,2,contraindication | contraindication,0.015278025344014168,0.0013018280860590398,0.012994349002838135,0.016189871355891228
44,2,drug_drug | contraindication,0.01703498139977455,,0.01703498139977455,0.01703498139977455
44,2,drug_drug | drug_drug,0.01516743070845093,0.0005056406647738958,0.014448922127485275,0.015773208811879158
44,2,drug_protein | disease_protein,0.014208058128133416,0.003199806114839723,0.011339917778968811,0.018219362944364548
44,2,drug_protein | drug_protein,0.01529298722743988,,0.01529298722743988,0.01529298722743988
44,2,drug_protein | protein_protein,0.02402654755860567,0.009079988229737278,0.01723184622824192,0.03687172383069992
44,2,indication | contraindication,0.008849217556416988,,0.008849217556416988,0.008849217556416988
45,1,contraindication,0.012937796961826583,0.004649550442086118,0.006273050792515278,0.0215990599244833
45,1,drug_drug,0.014204430720762702,0.0017892460129475354,0.009357641451060772,0.01718069799244404
45,1,indication,0.013714402914047241,,0.013714402914047241,0.013714402914047241
45,2,contraindication | contraindication,0.01500550489872694,0.0013043071599731922,0.012898974120616913,0.01611706241965294
45,2,drug_drug | contraindication,0.01422933116555214,,0.01422933116555214,0.01422933116555214
45,2,drug_drug | drug_drug,0.015190254364694868,0.0007710187848044113,0.013636758551001549,0.015844592824578285
45,2,drug_protein | disease_protein,0.013181425631046295,0.0016653341054745406,0.01181541197001934,0.015607369132339954
45,2,drug_protein | drug_protein,0.015267965383827686,,0.015267965383827686,0.015267965383827686
45,2,drug_protein | protein_protein,0.019797547487542033,0.006172329929668082,0.013822567649185658,0.028362968936562538
45,2,indication | contraindication,0.008697635494172573,,0.008697635494172573,0.008697635494172573
46,1,contraindication,0.011848033328230182,0.003011477988400041,0.008323767222464085,0.019447123631834984
46,1,drug_drug,0.014219050967930169,0.0018579081748122533,0.009515500627458096,0.017422650009393692
46,1,indication,0.009145542979240417,,0.009145542979240417,0.009145542979240417
46,2,contraindication | contraindication,0.015068378299474716,0.0012519300627489402,0.012993855401873589,0.016223549842834473
46,2,drug_drug | contraindication,0.030112430453300476,,0.030112430453300476,0.030112430453300476
46,2,drug_drug | drug_drug,0.015061585897845882,0.0006781803765053196,0.014127006754279137,0.015915099531412125
46,2,drug_protein | disease_protein,0.014170857146382332,0.0036869407247598317,0.009662185795605183,0.018623730167746544
46,2,drug_protein | drug_protein,0.014354865998029709,,0.014354865998029709,0.014354865998029709
46,2,drug_protein | protein_protein,0.016477279830724,0.001641653604328897,0.015001240186393261,0.017989277839660645
46,2,indication | contraindication,0.008955232799053192,,0.008955232799053192,0.008955232799053192
47,1,contraindication,0.01177297008689493,0.0035450146420957624,0.006575764622539282,0.020162908360362053
47,1,drug_drug,0.014209655983163821,0.0018631370919732525,0.009536325000226498,0.01704072766005993
47,1,indication,0.010638384148478508,,0.010638384148478508,0.010638384148478508
47,2,contraindication | contraindication,0.0148099884390831,0.0015574520066512806,0.01235328521579504,0.016632648184895515
47,2,drug_drug | contraindication,0.015223843976855278,,0.015223843976855278,0.015223843976855278
47,2,drug_drug | drug_drug,0.015282899939588137,0.0006854428621420784,0.013866840861737728,0.015854233875870705
47,2,drug_protein | disease_protein,0.015458164270967245,0.0038959605316252633,0.010569355450570583,0.02010520175099373
47,2,drug_protein | drug_protein,0.015288231894373894,,0.015288231894373894,0.015288231894373894
47,2,drug_protein | protein_protein,0.016692308243364096,0.003471235131345874,0.013881518505513668,0.021256208419799805
47,2,indication | contraindication,0.008618778549134731,,0.008618778549134731,0.008618778549134731
48,1,contraindication,0.011111503660989305,0.003772820621694129,0.007020063232630491,0.01754573918879032
48,1,drug_drug,0.014206621481340057,0.0018443467401043252,0.009583835490047932,0.0175209641456604
48,1,indication,0.014551264233887196,,0.014551264233887196,0.014551264233887196
48,2,contraindication | contraindication,0.014612713083624839,0.001563823791007064,0.012235153466463089,0.016611384227871895
48,2,drug_drug | contraindication,0.01307283341884613,,0.01307283341884613,0.01307283341884613
48,2,drug_drug | drug_drug,0.015326632585908686,0.000591116561824401,0.014066302217543125,0.01591237261891365
48,2,drug_protein | disease_protein,0.016971755772829056,0.009461280796066668,0.007858511991798878,0.02992011420428753
48,2,drug_protein | drug_protein,0.014693530276417732,,0.014693530276417732,0.014693530276417732
48,2,drug_protein | protein_protein,0.04903251817449927,0.06025389470630628,0.014733191579580307,0.13929598033428192
48,2,indication | contraindication,0.008880529552698135,,0.008880529552698135,0.008880529552698135
49,1,contraindication,0.013575490952158967,0.0040365660557143655,0.008202272467315197,0.02060084044933319
49,1,drug_drug,0.014180812805841695,0.0017994701715960799,0.010134507901966572,0.01747978664934635
49,1,indication,0.011659475974738598,,0.011659475974738598,0.011659475974738598
49,2,contraindication | contraindication,0.015087105566635728,0.0007445755975668556,0.014494485221803188,0.016176622360944748
49,2,contraindication | disease_disease,0.014908868819475174,,0.014908868819475174,0.014908868819475174
49,2,drug_drug | contraindication,0.01297721266746521,,0.01297721266746521,0.01297721266746521
49,2,drug_drug | drug_drug,0.015154872222670488,0.0005475414680756476,0.014265851117670536,0.015774790197610855
49,2,drug_protein | disease_protein,0.012302319519221783,0.0031280368473598124,0.007757732644677162,0.01486026868224144
49,2,drug_protein | drug_protein,0.015313985757529736,,0.015313985757529736,0.015313985757529736
49,2,drug_protein | protein_protein,0.015413783257827163,0.002764865532248243,0.013973237946629524,0.019560432061553
49,2,indication | disease_disease,0.008309511467814445,,0.008309511467814445,0.008309511467814445
50,1,contraindication,0.01501110585575754,0.004003120309640117,0.007476497441530228,0.020417192950844765
50,1,drug_drug,0.014236702164326678,0.0018808052021094172,0.009487438015639782,0.01717807911336422
50,1,drug_protein,0.01952926442027092,,0.01952926442027092,0.01952926442027092
50,1,indication,0.01083531603217125,,0.01083531603217125,0.01083531603217125
50,2,contraindication | contraindication,0.015217075357213616,0.000585112300638611,0.014782651327550411,0.016059188172221184
50,2,contraindication | disease_disease,0.013201329857110977,,0.013201329857110977,0.013201329857110977
50,2,drug_drug | contraindication,0.01504729688167572,,0.01504729688167572,0.01504729688167572
50,2,drug_drug | drug_drug,0.01541819197258779,0.0006807869984408273,0.014025116339325905,0.01618056744337082
50,2,drug_protein | disease_protein,0.013902358477935195,0.004454326026849487,0.00743086077272892,0.01685711368918419
50,2,drug_protein | drug_protein,0.013114921748638153,0.003054553333156566,0.010955026373267174,0.015274817124009132
50,2,drug_protein | protein_protein,0.01656838444372018,0.0022668072513359863,0.014543628320097923,0.01901731640100479
50,2,indication | disease_disease,0.009897448122501373,,0.009897448122501373,0.009897448122501373
51,1,contraindication,0.013286897573958744,0.004382238833149308,0.008895805105566978,0.02076859585940838
51,1,drug_drug,0.014107882267246578,0.001860084571355786,0.009838704019784927,0.017185669392347336
51,1,drug_protein,0.01621517725288868,,0.01621517725288868,0.01621517725288868
51,1,indication,0.009986193850636482,,0.009986193850636482,0.009986193850636482
51,2,contraindication | contraindication,0.015204572817310691,0.0006117969660275502,0.014597233384847641,0.01585933193564415
51,2,contraindication | disease_disease,0.0116186011582613,,0.0116186011582613,0.0116186011582613
51,2,drug_drug | contraindication,0.014460721984505653,,0.014460721984505653,0.014460721984505653
51,2,drug_drug | drug_drug,0.015349238578762327,0.0007877807287646232,0.013594052754342556,0.01583779603242874
51,2,drug_protein | disease_protein,0.012287348508834839,0.0037694515597493294,0.00766967236995697,0.015559420920908451
51,2,drug_protein | drug_protein,0.012527541257441044,0.0022399574843842297,0.010943652130663395,0.014111430384218693
51,2,drug_protein | protein_protein,0.01587533267835776,0.0031008284353542526,0.013304701074957848,0.01931912638247013
51,2,indication | disease_protein,0.010718927718698978,,0.010718927718698978,0.010718927718698978
52,1,contraindication,0.013395537156611681,0.004849964225266364,0.008155502378940582,0.02106594480574131
52,1,drug_drug,0.0141563670599441,0.0019020418220851338,0.008945229463279247,0.01740812137722969
52,1,drug_protein,0.06886277347803116,,0.06886277347803116,0.06886277347803116
52,1,indication,0.012197723612189293,,0.012197723612189293,0.012197723612189293
52,2,contraindication | contraindication,0.01526883477345109,0.0010462633717826862,0.014592891559004784,0.01680886186659336
52,2,contraindication | disease_disease,0.011458645574748516,,0.011458645574748516,0.011458645574748516
52,2,drug_drug | contraindication,0.020749034360051155,,0.020749034360051155,0.020749034360051155
52,2,drug_drug | drug_drug,0.015436870445098196,0.00040235311582951806,0.014684929512441158,0.015842800959944725
52,2,drug_protein | disease_protein,0.014637215062975883,0.0035959690752703937,0.009779095649719238,0.018461747094988823
52,2,drug_protein | drug_protein,0.01309698959812522,0.003086539498453795,0.010914476588368416,0.015279502607882023
52,2,drug_protein | protein_protein,0.014271155620614687,0.001163239725815392,0.013096152804791927,0.015422264114022255
52,2,indication | disease_protein,0.012141360901296139,,0.012141360901296139,0.012141360901296139
53,1,contraindication,0.012133608013391495,0.0027844304013132353,0.00942592229694128,0.017585698515176773
53,1,drug_drug,0.01413518458678825,0.0018063395190072752,0.008911622688174248,0.016956467181444168
53,1,indication,0.008746160194277763,,0.008746160194277763,0.008746160194277763
53,2,contraindication | contraindication,0.015022348146885633,0.0007723896288637851,0.014439234510064125,0.01610974594950676
53,2,contraindication | disease_disease,0.013144845142960548,,0.013144845142960548,0.013144845142960548
53,2,drug_drug | contraindication,0.017228901386260986,,0.017228901386260986,0.017228901386260986
53,2,drug_drug | drug_drug,0.015059770705799261,0.0007854206727486119,0.013679524883627892,0.01628904417157173
53,2,drug_protein | disease_protein,0.014638715423643589,0.003309397623157264,0.00994016882032156,0.017465166747570038
53,2,drug_protein | drug_protein,0.01311902143061161,0.003082213519580856,0.010939567349851131,0.01529847551137209
53,2,drug_protein | protein_protein,0.013982757305105528,0.00039633586471679827,0.01363079622387886,0.014412065036594868
53,2,indication | disease_protein,0.010962430387735367,,0.010962430387735367,0.010962430387735367
54,1,contraindication,0.010386477793670364,0.002062389000922432,0.007529873866587877,0.013714179396629333
54,1,drug_drug,0.014141167465009187,0.0019247539500234043,0.00852013099938631,0.017077680677175522
54,1,off-label use,0.01506816316395998,,0.01506816316395998,0.01506816316395998
54,2,contraindication | contraindication,0.015148081118240952,0.0005308175106584281,0.014501171186566353,0.015640048310160637
54,2,contraindication | disease_disease,0.01150115393102169,,0.01150115393102169,0.01150115393102169
54,2,drug_drug | contraindication,0.015286562964320183,,0.015286562964320183,0.015286562964320183
54,2,drug_drug | drug_drug,0.015070553248127302,0.0007602820740979329,0.013779040426015854,0.016011299565434456
54,2,drug_protein | disease_protein,0.01314689964056015,0.004253026988379922,0.007991759106516838,0.016783563420176506
54,2,drug_protein | drug_protein,0.012930833268910646,0.0033384037967988337,0.010570225305855274,0.015291441231966019
54,2,drug_protein | protein_protein,0.020867783886690933,0.007410150478788465,0.01348861027508974,0.028308527544140816
54,2,indication | disease_protein,0.014792141504585743,,0.014792141504585743,0.014792141504585743
55,1,contraindication,0.01083069196384814,0.0033769134565514634,0.007394520100206137,0.018009113147854805
55,1,drug_drug,0.013959556768991445,0.0018933064835041943,0.008487443439662457,0.016733797267079353
55,2,contraindication | contraindication,0.015685073100030422,0.0012951645122834007,0.014467623084783554,0.01780243031680584
55,2,contraindication | disease_disease,0.012400436215102673,,0.012400436215102673,0.012400436215102673
55,2,drug_drug | contraindication,0.0130708497017622,,0.0130708497017622,0.0130708497017622
55,2,drug_drug | drug_drug,0.015229229608343707,0.0004593835019118405,0.014540747739374638,0.015741106122732162
55,2,drug_protein | disease_protein,0.014963117428123951,0.0041649763508943205,0.008838698267936707,0.017852799966931343
55,2,drug_protein | drug_protein,0.012933784164488316,0.0033324196028547944,0.010577407665550709,0.015290160663425922
55,2,drug_protein | protein_protein,0.017235461932917435,0.005326406205201736,0.012930204160511494,0.02319192700088024
55,2,indication | disease_protein,0.011755027808248997,,0.011755027808248997,0.011755027808248997
56,1,contraindication,0.011726319169004759,0.002750877368546409,0.008916064165532589,0.01731945015490055
56,1,drug_drug,0.014228514093436942,0.0019372529502238091,0.00884622149169445,0.01703556627035141
56,1,drug_protein,0.01666726917028427,,0.01666726917028427,0.01666726917028427
56,2,contraindication | contraindication,0.016024142131209375,0.001265353842418865,0.015097626484930515,0.018225794658064842
56,2,contraindication | disease_disease,0.01215070579200983,,0.01215070579200983,0.01215070579200983
56,2,drug_drug | contraindication,0.01844208873808384,,0.01844208873808384,0.01844208873808384
56,2,drug_drug | drug_drug,0.015251427992350526,0.0006568497069921024,0.01412216853350401,0.01583980768918991
56,2,drug_protein | disease_protein,0.015556978294625878,0.003252781572272867,0.011549639515578747,0.019272953271865845
56,2,drug_protein | drug_protein,0.012916140723973513,0.0033443530878839492,0.010551325976848602,0.015280955471098423
56,2,drug_protein | protein_protein,0.018976425131162006,0.009860353392710311,0.012487736530601978,0.030323192477226257
56,2,indication | disease_protein,0.010266252793371677,,0.010266252793371677,0.010266252793371677
57,1,contraindication,0.010548961348831654,0.002354667959138992,0.006792453117668629,0.01378113403916359
57,1,drug_drug,0.01408720649778843,0.0019531084402689316,0.008369514718651772,0.017695069313049316
57,1,drug_protein,0.09492217563092709,0.09924178544006722,0.024747636169195175,0.165096715092659
57,2,contraindication | contraindication,0.016108679212629796,0.001376065044790552,0.014870726503431797,0.018042389303445816
57,2,contraindication | disease_disease,0.010137769393622875,,0.010137769393622875,0.010137769393622875
57,2,drug_drug | contraindication,0.017091616988182068,,0.017091616988182068,0.017091616988182068
57,2,drug_drug | drug_drug,0.01539708197944694,0.0005669437540745721,0.014124487526714802,0.016171254217624664
57,2,drug_protein | disease_protein,0.014884353304902712,0.0032306876472205925,0.012236448936164379,0.018484001979231834
57,2,drug_protein | drug_protein,0.011214199165503183,0.0037335703933791308,0.00794957485049963,0.015284998342394829
57,2,drug_protein | protein_protein,0.017447491797308128,0.005458596894212087,0.01224056538194418,0.023127026855945587
57,2,indication | disease_protein,0.013267602771520615,,0.013267602771520615,0.013267602771520615
58,1,contraindication,0.009725628058529563,0.003697163684841259,0.005267402622848749,0.014348119497299194
58,1,drug_drug,0.014136229089150826,0.0019318001828682219,0.008326420560479164,0.01692511886358261
58,1,drug_protein,0.019335596822202206,0.008587153015024418,0.013263562694191933,0.02540763095021248
58,2,contraindication | contraindication,0.016160119138658047,0.001289120702242613,0.014866301789879799,0.01815374381840229
58,2,contraindication | disease_disease,0.01153772883117199,,0.01153772883117199,0.01153772883117199
58,2,drug_drug | contraindication,0.01900314725935459,,0.01900314725935459,0.01900314725935459
58,2,drug_drug | drug_drug,0.015178831190698676,0.0007611428142209029,0.013658484444022179,0.01603950373828411
58,2,drug_protein | disease_protein,0.015711750835180283,0.004701357949140866,0.012454419396817684,0.021101415157318115
58,2,drug_protein | drug_protein,0.011499330711861452,0.0035255257604862463,0.00827487651258707,0.015263650566339493
58,2,drug_protein | protein_protein,0.016439643688499928,0.004109803625033603,0.012673475779592991,0.020823221653699875
58,2,indication | disease_protein,0.013381212949752808,,0.013381212949752808,0.013381212949752808
59,1,contraindication,0.009474070070104467,0.0028274729950159244,0.006988776847720146,0.013563800603151321
59,1,drug_drug,0.014017358676840862,0.0018276810569239348,0.008288973942399025,0.016874585300683975
59,1,drug_protein,0.0299425907433033,,0.0299425907433033,0.0299425907433033
59,2,contraindication | contraindication,0.016810967586934566,0.00224604443382871,0.014528852887451649,0.01957724615931511
59,2,contraindication | disease_disease,0.01381715014576912,,0.01381715014576912,0.01381715014576912
59,2,drug_drug | contraindication,0.0101839704439044,,0.0101839704439044,0.0101839704439044
59,2,drug_drug | drug_drug,0.015518903525339233,0.0006289179516905262,0.01424636784940958,0.016290998086333275
59,2,drug_protein | disease_protein,0.016284145414829254,0.00012829749822187934,0.016159309074282646,0.01641564443707466
59,2,drug_protein | drug_protein,0.011201121223469576,0.003691294178046507,0.008038798347115517,0.015257244929671288
59,2,drug_protein | protein_protein,0.02359382590899865,0.013899819611661198,0.015109331347048283,0.03963501378893852
59,2,indication | disease_protein,0.009909468702971935,,0.009909468702971935,0.009909468702971935
60,1,contraindication,0.011053721989608474,0.0033711780855897617,0.007528955582529306,0.01842188835144043
60,1,drug_drug,0.01408090558523933,0.0019479131222275006,0.008442959748208523,0.017484137788414955
60,1,drug_protein,0.020978394895792007,,0.020978394895792007,0.020978394895792007
60,2,contraindication | contraindication,0.016390622593462467,0.0019088808624701007,0.014687183313071728,0.019152654334902763
60,2,contraindication | disease_disease,0.013876027427613735,,0.013876027427613735,0.013876027427613735
60,2,drug_drug | contraindication,0.01500454731285572,,0.01500454731285572,0.01500454731285572
60,2,drug_drug | drug_drug,0.015340144849485822,0.0006577252143226739,0.014295252040028572,0.016220582649111748
60,2,drug_protein | disease_protein,0.014570685724417368,0.001019239587034943,0.013423804193735123,0.015372919850051403
60,2,drug_protein | drug_protein,0.011387095476190249,0.003676404552327466,0.007956058718264103,0.015267548151314259
60,2,drug_protein | protein_protein,0.019906227166454,0.005537701542509878,0.015198227018117905,0.0260075181722641
60,2,indication | disease_protein,0.011317342519760132,,0.011317342519760132,0.011317342519760132
61,1,contraindication,0.010137059363640018,0.003496195801045799,0.005434495862573385,0.01749664731323719
61,1,drug_drug,0.014112675425906976,0.0018867561960706023,0.008679543621838093,0.017214588820934296
61,1,drug_protein,0.02048840932548046,,0.02048840932548046,0.02048840932548046
